TCode,Name,destCity,Final_Arrival,Initial_Departure,Total_Trip_Duration_mins,Duration (sec),Direction
T114,Navarre Center,Minneapolis,7:43am,6:40am,63.0,212.0,Walk to Shadywood Rd (Co Rd 19) & Shoreline Dr
T114,Navarre Center,Minneapolis,7:43am,6:40am,63.0,3540.0,Bus towards Eastbound 671 Express / Downtown
T114,Navarre Center,Minneapolis,7:43am,6:40am,63.0,7.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T130,Wayzata Blvd & Barry Ave,Minneapolis,7:44am,7:18am,26.0,38.0,Walk to Wayzata Blvd P&R & Gate B
T130,Wayzata Blvd & Barry Ave,Minneapolis,7:44am,7:18am,26.0,1500.0,Bus towards Eastbound 674 Express / Downtown
T130,Wayzata Blvd & Barry Ave,Minneapolis,7:44am,7:18am,26.0,7.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T140,Mermaid Supper Club,Minneapolis,7:40am,7:09am,31.0,238.0,Walk to Co Rd H P&R & Mounds View Blvd / I-35W
T140,Mermaid Supper Club,Minneapolis,7:40am,7:09am,31.0,1500.0,Bus towards Southbound 250 Express / Co Rd H P&R / Downtown
T140,Mermaid Supper Club,Minneapolis,7:40am,7:09am,31.0,167.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T142,West River Rd & 117th Ave,Minneapolis,7:26am,6:44am,42.0,102.0,Walk to West River Rd & 117th Ave P&R
T142,West River Rd & 117th Ave,Minneapolis,7:26am,6:44am,42.0,2280.0,Bus towards Southbound 766 Express / Downtown / Via W River Rd
T142,West River Rd & 117th Ave,Minneapolis,7:26am,6:44am,42.0,113.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T143,Zachary Square,Minneapolis,7:23am,6:49am,34.0,1920.0,Bus towards Southbound 782 Trip 3 / Maple Grove / To Mpls
T143,Zachary Square,Minneapolis,7:23am,6:49am,34.0,113.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T145,Christ Episcopal Church,Minneapolis,7:43am,6:51am,52.0,500.0,Walk to Woodbury Theatre & P&R - Leave
T145,Christ Episcopal Church,Minneapolis,7:43am,6:51am,52.0,2460.0,Bus towards Westbound 355 Express / Minneapolis
T145,Christ Episcopal Church,Minneapolis,7:43am,6:51am,52.0,151.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T152,Blackhawk,Minneapolis,7:35am,7:00am,35.0,35.0,Walk to Blackhawk Park & Ride
T152,Blackhawk,Minneapolis,7:35am,7:00am,35.0,2040.0,Bus towards 472 Minneapolis
T152,Blackhawk,Minneapolis,7:35am,7:00am,35.0,49.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T155,Church of Nazarene,Minneapolis,7:34am,7:10am,24.0,195.0,Walk to Hwy 252 & 73rd Ave N
T155,Church of Nazarene,Minneapolis,7:34am,7:10am,24.0,1080.0,Bus towards Southbound 768 Express / Downtown
T155,Church of Nazarene,Minneapolis,7:34am,7:10am,24.0,113.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T158,Hwy 7 & Texas Ave,Minneapolis,7:41am,7:11am,30.0,1800.0,Bus towards Eastbound 668 Express / Downtown
T158,Hwy 7 & Texas Ave,Minneapolis,7:41am,7:11am,30.0,7.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T161,I-35W & Co Rd H,Minneapolis,7:40am,7:13am,27.0,1500.0,Bus towards Southbound 250 Express / Co Rd H P&R / Downtown
T161,I-35W & Co Rd H,Minneapolis,7:40am,7:13am,27.0,167.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T173,Hwy 61 & Lower Afton Rd,Minneapolis,7:43am,7:05am,38.0,200.0,Walk to Hwy 61 & Lower Afton P&R
T173,Hwy 61 & Lower Afton Rd,Minneapolis,7:43am,7:05am,38.0,1860.0,Bus towards Northbound 365 Express / Minneapolis
T173,Hwy 61 & Lower Afton Rd,Minneapolis,7:43am,7:05am,38.0,151.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T177,Shepherd of the Grove Church,Minneapolis,7:43am,7:12am,31.0,68.0,Walk to Eagle Lake Rd & Shepherd of the Grove P&R
T177,Shepherd of the Grove Church,Minneapolis,7:43am,7:12am,31.0,1680.0,Bus towards Southbound 780 Trip 3/Maple Grove/To Mpls
T177,Shepherd of the Grove Church,Minneapolis,7:43am,7:12am,31.0,113.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T180,General Mills Blvd & I-394,Minneapolis,7:38am,7:13am,25.0,30.0,Walk to Interstate 394 En & Gen Mills Blvd P&R
T180,General Mills Blvd & I-394,Minneapolis,7:38am,7:13am,25.0,1440.0,Bus towards Eastbound 645 Ltd Stop / Minneapolis
T180,General Mills Blvd & I-394,Minneapolis,7:38am,7:13am,25.0,7.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T187,St. Joseph's Church,Minneapolis,7:16am,6:25am,51.0,26.0,Walk to St Josephs P&R & #171 Elm St
T187,St. Joseph's Church,Minneapolis,7:16am,6:25am,51.0,2880.0,Bus towards Southbound 250 Express / Downtown
T187,St. Joseph's Church,Minneapolis,7:16am,6:25am,51.0,167.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T191,Shoreview Community Center,Minneapolis,7:17am,6:29am,48.0,142.0,Walk to Shoreview Community Center & Victoria Dr
T191,Shoreview Community Center,Minneapolis,7:17am,6:29am,48.0,2580.0,Bus towards Southbound 261 Express / Dwtn Mpls
T191,Shoreview Community Center,Minneapolis,7:17am,6:29am,48.0,167.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T195,Park Place & I-394,Minneapolis,7:38am,7:21am,17.0,100.0,Walk to Wayzata Blvd S & Park Place Blvd
T195,Park Place & I-394,Minneapolis,7:38am,7:21am,17.0,840.0,Bus towards Eastbound 645 Ltd Stop / Minneapolis
T195,Park Place & I-394,Minneapolis,7:38am,7:21am,17.0,7.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T198,Palomino Hills,Minneapolis,7:38am,7:04am,34.0,4.0,Walk to Pennock Av at Palomino Hills E corner
T198,Palomino Hills,Minneapolis,7:38am,7:04am,34.0,1980.0,Bus towards 476 Minneapolis
T198,Palomino Hills,Minneapolis,7:38am,7:04am,34.0,49.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T199,St. Luke's Lutheran Church,Minneapolis,7:36am,7:04am,32.0,143.0,Walk to Old Shakopee Rd & St Lukes P&R
T199,St. Luke's Lutheran Church,Minneapolis,7:36am,7:04am,32.0,1740.0,Bus towards Northbound 597 Express / Minneapolis
T199,St. Luke's Lutheran Church,Minneapolis,7:36am,7:04am,32.0,38.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T201,Richardson Park,Minneapolis,7:26am,6:37am,49.0,2820.0,Bus towards Southbound 766 Express / Downtown / Via W River Rd
T201,Richardson Park,Minneapolis,7:26am,6:37am,49.0,113.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T204,Foley Blvd,Minneapolis,7:41am,7:11am,30.0,144.0,Walk to Foley P&R Arrive & Evergreen Blvd
T204,Foley Blvd,Minneapolis,7:41am,7:11am,30.0,1500.0,Bus towards Southbound 850 Express / Foley P&R / Dntn Mpls
T204,Foley Blvd,Minneapolis,7:41am,7:11am,30.0,176.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T205,Hwy 61 & Co Rd C,Minneapolis,7:39am,6:52am,47.0,792.0,Walk to Hwy 61 & Beam Ave
T205,Hwy 61 & Co Rd C,Minneapolis,7:39am,6:52am,47.0,1860.0,Bus towards Westbound 270 Express / Minneapolis
T205,Hwy 61 & Co Rd C,Minneapolis,7:39am,6:52am,47.0,167.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T209,Hwy 7 & Vinehill Rd,Minneapolis,7:42am,6:51am,51.0,35.0,Walk to Delton Ave & Vine Hill Rd P&R
T209,Hwy 7 & Vinehill Rd,Minneapolis,7:42am,6:51am,51.0,3000.0,Bus towards Eastbound 670 Express/Dt Mpls
T209,Hwy 7 & Vinehill Rd,Minneapolis,7:42am,6:51am,51.0,7.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T210,65th Ave & Brooklyn Blvd,Minneapolis,7:43am,7:20am,23.0,20.0,Walk to Brooklyn Blvd P&R & 65th Ave N
T210,65th Ave & Brooklyn Blvd,Minneapolis,7:43am,7:20am,23.0,1200.0,Bus towards Southbound 760 Express / Downtown
T210,65th Ave & Brooklyn Blvd,Minneapolis,7:43am,7:20am,23.0,113.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T215,Crosswinds Methodist Church,Minneapolis,7:19am,6:46am,33.0,25.0,Walk to Crosswinds P&R & Weaver Lake Rd
T215,Crosswinds Methodist Church,Minneapolis,7:19am,6:46am,33.0,1800.0,Bus towards Southbound 783 Trip 3 / Maple Grove / To Mpls
T215,Crosswinds Methodist Church,Minneapolis,7:19am,6:46am,33.0,113.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T217,I-35W & 95th Ave,Minneapolis,7:41am,7:06am,35.0,76.0,Walk to 95th Ave P&R
T217,I-35W & 95th Ave,Minneapolis,7:41am,7:06am,35.0,1860.0,Bus towards Southbound 250 Express / Downtown
T217,I-35W & 95th Ave,Minneapolis,7:41am,7:06am,35.0,167.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T219,West St Paul Sports Complex,Minneapolis,7:44am,7:09am,35.0,97.0,Walk to Oakdale Ave & Wentworth Ave
T219,West St Paul Sports Complex,Minneapolis,7:44am,7:09am,35.0,1860.0,Bus towards Westbound 452 Express / Minneapolis
T219,West St Paul Sports Complex,Minneapolis,7:44am,7:09am,35.0,151.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T222,Woodbury Lutheran Church,Minneapolis,7:43am,6:50am,53.0,564.0,Walk to Woodbury Theatre & P&R - Leave
T222,Woodbury Lutheran Church,Minneapolis,7:43am,6:50am,53.0,2460.0,Bus towards Westbound 355 Express / Minneapolis
T222,Woodbury Lutheran Church,Minneapolis,7:43am,6:50am,53.0,151.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T223,St Croix Valley Recreation Center,Minneapolis,7:14am,6:01am,73.0,41.0,Walk to St Croix Rec Center & P&R Shelter
T223,St Croix Valley Recreation Center,Minneapolis,7:14am,6:01am,73.0,2220.0,Bus towards Westbound 294 Express / St Paul
T223,St Croix Valley Recreation Center,Minneapolis,7:14am,6:01am,73.0,1380.0,Bus towards Westbound 94 Express / Downtown / Minneapolis
T223,St Croix Valley Recreation Center,Minneapolis,7:14am,6:01am,73.0,151.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T228,Hwy 610 & Noble,Minneapolis,7:34am,7:00am,34.0,250.0,Walk to Hwy 610 Noble Pkwy P&R Arrive & 95th Ave N
T228,Hwy 610 & Noble,Minneapolis,7:34am,7:00am,34.0,1620.0,Bus towards Southbound 768 Express / Downtown
T228,Hwy 610 & Noble,Minneapolis,7:34am,7:00am,34.0,113.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T229,Woodbury Theatre,Minneapolis,7:43am,6:59am,44.0,40.0,Walk to Woodbury Theatre & P&R - Leave
T229,Woodbury Theatre,Minneapolis,7:43am,6:59am,44.0,2460.0,Bus towards Westbound 355 Express / Minneapolis
T229,Woodbury Theatre,Minneapolis,7:43am,6:59am,44.0,151.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T230,Preserve Village Mall,Minneapolis,7:40am,6:33am,67.0,606.0,Walk to Bloomington Ferry Rd & Veness Rd (Ensign)
T230,Preserve Village Mall,Minneapolis,7:40am,6:33am,67.0,3360.0,Bus towards Northbound 589 Express / Minneapolis
T230,Preserve Village Mall,Minneapolis,7:40am,6:33am,67.0,7.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T231,Coon Rapids/Riverdale Station,Minneapolis,7:44am,6:49am,55.0,128.0,Walk to Coon Rapids Riverdale Station & Gate C
T231,Coon Rapids/Riverdale Station,Minneapolis,7:44am,6:49am,55.0,960.0,Bus towards Southbound 860 Express/St Paul/Northtown
T231,Coon Rapids/Riverdale Station,Minneapolis,7:44am,6:49am,55.0,1680.0,Bus towards Southbound 854 Express / Downtown Mpls
T231,Coon Rapids/Riverdale Station,Minneapolis,7:44am,6:49am,55.0,176.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T232,Co Rd 42 & Huntington,Minneapolis,7:39am,6:59am,40.0,92.0,Walk to Savage Park & Ride
T232,Co Rd 42 & Huntington,Minneapolis,7:39am,6:59am,40.0,2280.0,Bus towards 464 Minneapolis
T232,Co Rd 42 & Huntington,Minneapolis,7:39am,6:59am,40.0,49.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T242,St. Philip's Park & Ride,Minneapolis,7:22am,6:44am,38.0,6.0,Walk to Cnty Rd 6 & St Philip P&R
T242,St. Philip's Park & Ride,Minneapolis,7:22am,6:44am,38.0,2160.0,Bus towards Eastbound 776 Olive Ln/Marquette & Washington
T242,St. Philip's Park & Ride,Minneapolis,7:22am,6:44am,38.0,87.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T244,Elk River Station,Minneapolis,7:38am,6:25am,73.0,177.0,Walk to Elk River Station - Platform
T244,Elk River Station,Minneapolis,7:38am,6:25am,73.0,1380.0,Train towards Southbound Northstar / Minneapolis / Target Field
T244,Elk River Station,Minneapolis,7:38am,6:25am,73.0,417.0,Walk to University Ave & 61st Ave NE
T244,Elk River Station,Minneapolis,7:38am,6:25am,73.0,1200.0,Bus towards Southbound 854 Express / Downtown Mpls
T244,Elk River Station,Minneapolis,7:38am,6:25am,73.0,176.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T245,Cottage Grove,Minneapolis,7:43am,6:47am,56.0,74.0,Walk to Cottage Grove & P&R - Arrive
T245,Cottage Grove,Minneapolis,7:43am,6:47am,56.0,3120.0,Bus towards Northbound 365 Express / Minneapolis
T245,Cottage Grove,Minneapolis,7:43am,6:47am,56.0,151.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T247,Maple Grove Transit Station,Minneapolis,7:44am,7:14am,30.0,19.0,Walk to Maple Grove Transit Station
T247,Maple Grove Transit Station,Minneapolis,7:44am,7:14am,30.0,1620.0,Bus towards Southbound 781 Trip 12 / Maple Grove / To Mpls
T247,Maple Grove Transit Station,Minneapolis,7:44am,7:14am,30.0,113.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T248,Walton Park,Minneapolis,7:14am,6:19am,55.0,55.0,Walk to Hadley Ave N & Upper 17th St N
T248,Walton Park,Minneapolis,7:14am,6:19am,55.0,1200.0,Bus towards Westbound 294 Express / St Paul
T248,Walton Park,Minneapolis,7:14am,6:19am,55.0,1380.0,Bus towards Westbound 94 Express / Downtown / Minneapolis
T248,Walton Park,Minneapolis,7:14am,6:19am,55.0,151.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T251,28th Ave Station,Minneapolis,7:40am,6:42am,58.0,120.0,Walk to 82nd St E & 28th Ave S
T251,28th Ave Station,Minneapolis,7:40am,6:42am,58.0,120.0,Bus towards Eastbound 539 98St / Mall of Amer
T251,28th Ave Station,Minneapolis,7:40am,6:42am,58.0,780.0,Bus towards Westbound 542A American / Norman Ctr
T251,28th Ave Station,Minneapolis,7:40am,6:42am,58.0,58.0,Walk to 76th St W & Knox Ave S
T251,28th Ave Station,Minneapolis,7:40am,6:42am,58.0,1560.0,Bus towards Northbound 535 Ltd Stop / Via 77St / Minneapolis
T251,28th Ave Station,Minneapolis,7:40am,6:42am,58.0,38.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T252,Ft Snelling Station North,Minneapolis,7:31am,6:28am,63.0,659.0,Walk to Veterans Dr & VA Medical Center Station
T252,Ft Snelling Station North,Minneapolis,7:31am,6:28am,63.0,3000.0,Bus towards Northbound 22C N Lyndale/Via Dupont-57/Brklyn Ctr T
T252,Ft Snelling Station North,Minneapolis,7:31am,6:28am,63.0,151.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T253,Ft Snelling Station South,Minneapolis,7:31am,6:19am,72.0,1198.0,Walk to Veterans Dr & VA Medical Center Station
T253,Ft Snelling Station South,Minneapolis,7:31am,6:19am,72.0,3000.0,Bus towards Northbound 22C N Lyndale/Via Dupont-57/Brklyn Ctr T
T253,Ft Snelling Station South,Minneapolis,7:31am,6:19am,72.0,151.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T256,Hwy 100 & Duluth,Minneapolis,7:29am,7:07am,22.0,68.0,Walk to MN Dot P&R & Lilac Dr
T256,Hwy 100 & Duluth,Minneapolis,7:29am,7:07am,22.0,900.0,Bus towards Southbound 758 Express / Downtown
T256,Hwy 100 & Duluth,Minneapolis,7:29am,7:07am,22.0,286.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T258,Heart of the City,Minneapolis,7:42am,7:10am,32.0,74.0,Walk to Pillsbury Av at Heart of the City P&R E corner
T258,Heart of the City,Minneapolis,7:42am,7:10am,32.0,1800.0,Bus towards 464 MINNEAPOLIS via HOC
T258,Heart of the City,Minneapolis,7:42am,7:10am,32.0,49.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T261,Knox Avenue at Best Buy,Minneapolis,7:40am,7:11am,29.0,107.0,Walk to Knox Ave S - Knox Ave P&R
T261,Knox Avenue at Best Buy,Minneapolis,7:40am,7:11am,29.0,1620.0,Bus towards Northbound 535 Ltd Stop / Via 77St / Minneapolis
T261,Knox Avenue at Best Buy,Minneapolis,7:40am,7:11am,29.0,38.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T262,Guardian Angels Catholic Church,Minneapolis,7:42am,7:02am,40.0,88.0,Walk to 3rd St N & Guardian Angels P&R
T262,Guardian Angels Catholic Church,Minneapolis,7:42am,7:02am,40.0,2160.0,Bus towards Westbound 375 Express / Minneapolis
T262,Guardian Angels Catholic Church,Minneapolis,7:42am,7:02am,40.0,151.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T266,Church of St. William,Minneapolis,7:44am,7:19am,25.0,123.0,Walk to University Ave & 61st Ave NE
T266,Church of St. William,Minneapolis,7:44am,7:19am,25.0,1200.0,Bus towards Southbound 854 Express / Downtown Mpls
T266,Church of St. William,Minneapolis,7:44am,7:19am,25.0,176.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T268,63rd Ave & Bottineau Blvd,Minneapolis,7:43am,6:58am,45.0,939.0,Walk to 63rd Ave N & Zane Ave N
T268,63rd Ave & Bottineau Blvd,Minneapolis,7:43am,6:58am,45.0,1620.0,Bus towards Southbound 760 Express / Downtown
T268,63rd Ave & Bottineau Blvd,Minneapolis,7:43am,6:58am,45.0,113.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T269,Hwy 252 & 66th Ave,Minneapolis,7:34am,7:09am,25.0,388.0,Walk to Hwy 252 & 66th Ave N
T269,Hwy 252 & 66th Ave,Minneapolis,7:34am,7:09am,25.0,960.0,Bus towards Southbound 768 Express / Downtown
T269,Hwy 252 & 66th Ave,Minneapolis,7:34am,7:09am,25.0,113.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T271,Grace Church,Minneapolis,7:35am,7:10am,25.0,21.0,Walk to Grace Church P&R
T271,Grace Church,Minneapolis,7:35am,7:10am,25.0,1320.0,Bus towards Southbound 261 Express / Dwtn Mpls
T271,Grace Church,Minneapolis,7:35am,7:10am,25.0,167.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T272,Skating Center,Minneapolis,7:35am,7:05am,30.0,39.0,Walk to Civic Center Dr & Skating Center P&R
T272,Skating Center,Minneapolis,7:35am,7:05am,30.0,1620.0,Bus towards Southbound 261 Express / Dwtn Mpls
T272,Skating Center,Minneapolis,7:35am,7:05am,30.0,167.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T278,Southbridge Crossing,Minneapolis,7:43am,6:56am,47.0,273.0,Walk to Southbridge Crossings Park & Ride
T278,Southbridge Crossing,Minneapolis,7:43am,6:56am,47.0,2520.0,Bus towards 490U Minneapolis/Shakopee/Univ of Minn
T278,Southbridge Crossing,Minneapolis,7:43am,6:56am,47.0,49.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T284,Ramsey Station,Minneapolis,7:38am,6:33am,65.0,26.0,Walk to Ramsey Station & Platform
T284,Ramsey Station,Minneapolis,7:38am,6:33am,65.0,1020.0,Train towards Southbound Northstar / Minneapolis / Target Field
T284,Ramsey Station,Minneapolis,7:38am,6:33am,65.0,417.0,Walk to University Ave & 61st Ave NE
T284,Ramsey Station,Minneapolis,7:38am,6:33am,65.0,1200.0,Bus towards Southbound 854 Express / Downtown Mpls
T284,Ramsey Station,Minneapolis,7:38am,6:33am,65.0,176.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T285,St Andrew Lutheran Church,Minneapolis,7:38am,7:05am,33.0,170.0,Walk to Technology Dr & St Andrew Lutheran
T285,St Andrew Lutheran Church,Minneapolis,7:38am,7:05am,33.0,1740.0,Bus towards Eastbound 690E Express/E Bd/ EP Loop/SW Sta/Mpls
T285,St Andrew Lutheran Church,Minneapolis,7:38am,7:05am,33.0,87.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T287,I-35 & Kenrick Ave,Minneapolis,7:39am,7:01am,38.0,54.0,Walk to Interstate 35 Ramp & Kenrick Ave P&R
T287,I-35 & Kenrick Ave,Minneapolis,7:39am,7:01am,38.0,2220.0,Bus towards Northbound 467 Express / Minneapolis
T287,I-35 & Kenrick Ave,Minneapolis,7:39am,7:01am,38.0,7.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T290,I-35W & Co Rd C,Minneapolis,7:30am,7:07am,23.0,27.0,Walk to I-35W / County Road C Park and Ride
T290,I-35W & Co Rd C,Minneapolis,7:30am,7:07am,23.0,1200.0,Bus towards Southbound 264C Express/35 Co Rd C P&R/Minneapolis
T290,I-35W & Co Rd C,Minneapolis,7:30am,7:07am,23.0,167.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T291,Nathan Lane,Minneapolis,7:39am,6:59am,40.0,90.0,Walk to 45th Ave N & Nathan Lane
T291,Nathan Lane,Minneapolis,7:39am,6:59am,40.0,2220.0,Bus towards Eastbound 790 Express / Nathan Ln / Downtown
T291,Nathan Lane,Minneapolis,7:39am,6:59am,40.0,87.0,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T292,SouthWest Village,Minneapolis,7:29am,6:52am,37.0,140.0,Walk to SouthWest Village P&R & Great Plains Blvd
