,,index,recordType,id,ox,oy,dx,dy,origin,destination,departure_time,tripDate,destCity,dest,Traffic_model,Distance,Durations_sec,Step_dist,Summary,duration_in_traffic,step_duration,step_end_loc,step_html,step_start_loc
11000_0,0,4666,TAZ,1606,44.8463505286,-93.31881170860001,44.948164,-93.09143399999999,"[44.8463505286, -93.31881170860001]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",optimistic,25244.0,1548.0,592.0,I-494 E and Shepard Rd,1260.0,51.0,"{'lat': 44.8516767, 'lng': -93.31895279999999}",Head north on Xerxes Ave S toward W 86th St,"{'lat': 44.8463505, 'lng': -93.3189881}"
11000_0,1,4666,TAZ,1606,44.8463505286,-93.31881170860001,44.948164,-93.09143399999999,"[44.8463505286, -93.31881170860001]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",optimistic,,,801.0,,,74.0,"{'lat': 44.8516241, 'lng': -93.3087958}",Turn right onto W 84th St,"{'lat': 44.8516767, 'lng': -93.31895279999999}"
11000_0,2,4666,TAZ,1606,44.8463505286,-93.31881170860001,44.948164,-93.09143399999999,"[44.8463505286, -93.31881170860001]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",optimistic,,,1057.0,,,141.0,"{'lat': 44.8611101, 'lng': -93.3086696}",Turn left onto Penn Ave S,"{'lat': 44.8516241, 'lng': -93.3087958}"
11000_0,3,4666,TAZ,1606,44.8463505286,-93.31881170860001,44.948164,-93.09143399999999,"[44.8463505286, -93.31881170860001]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",optimistic,,,7041.0,,,282.0,"{'lat': 44.8621777, 'lng': -93.219674}",Turn right to merge onto I-494 E/MN-5 E,"{'lat': 44.8611101, 'lng': -93.3086696}"
11000_0,4,4666,TAZ,1606,44.8463505286,-93.31881170860001,44.948164,-93.09143399999999,"[44.8463505286, -93.31881170860001]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",optimistic,,,2734.0,,,104.0,"{'lat': 44.875702, 'lng': -93.1942163}","Keep right at the fork to continue on MN-5 E, follow signs for Terminal 1","{'lat': 44.8621777, 'lng': -93.219674}"
11000_0,5,4666,TAZ,1606,44.8463505286,-93.31881170860001,44.948164,-93.09143399999999,"[44.8463505286, -93.31881170860001]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",optimistic,,,1104.0,,,43.0,"{'lat': 44.8847744, 'lng': -93.1885633}",Keep right to stay on MN-5 E,"{'lat': 44.875702, 'lng': -93.1942163}"
11000_0,6,4666,TAZ,1606,44.8463505286,-93.31881170860001,44.948164,-93.09143399999999,"[44.8463505286, -93.31881170860001]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",optimistic,,,1514.0,,,65.0,"{'lat': 44.8965889, 'lng': -93.1793399}",Keep left to stay on MN-5 E,"{'lat': 44.8847744, 'lng': -93.1885633}"
11000_0,7,4666,TAZ,1606,44.8463505286,-93.31881170860001,44.948164,-93.09143399999999,"[44.8463505286, -93.31881170860001]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",optimistic,,,127.0,,,12.0,"{'lat': 44.8966497, 'lng': -93.1779982}",Take the exit toward Shepard Rd/River Rd,"{'lat': 44.8965889, 'lng': -93.1793399}"
11000_0,8,4666,TAZ,1606,44.8463505286,-93.31881170860001,44.948164,-93.09143399999999,"[44.8463505286, -93.31881170860001]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",optimistic,,,88.0,,,18.0,"{'lat': 44.8959151, 'lng': -93.1782044}",Turn right onto Gannon Rd,"{'lat': 44.8966497, 'lng': -93.1779982}"
11000_0,9,4666,TAZ,1606,44.8463505286,-93.31881170860001,44.948164,-93.09143399999999,"[44.8463505286, -93.31881170860001]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",optimistic,,,3056.0,,,172.0,"{'lat': 44.9095422, 'lng': -93.14606479999999}",Turn left at the 1st cross street onto Shepard Rd,"{'lat': 44.8959151, 'lng': -93.1782044}"
11000_0,10,4666,TAZ,1606,44.8463505286,-93.31881170860001,44.948164,-93.09143399999999,"[44.8463505286, -93.31881170860001]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",optimistic,,,6381.0,,,392.0,"{'lat': 44.9457722, 'lng': -93.0855232}",Continue straight to stay on Shepard Rd,"{'lat': 44.9095422, 'lng': -93.14606479999999}"
11000_0,11,4666,TAZ,1606,44.8463505286,-93.31881170860001,44.948164,-93.09143399999999,"[44.8463505286, -93.31881170860001]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",optimistic,,,178.0,,,53.0,"{'lat': 44.9471317, 'lng': -93.0866728}",Turn left onto N Sibley St,"{'lat': 44.9457722, 'lng': -93.0855232}"
11000_0,12,4666,TAZ,1606,44.8463505286,-93.31881170860001,44.948164,-93.09143399999999,"[44.8463505286, -93.31881170860001]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",optimistic,,,257.0,,,55.0,"{'lat': 44.9457866, 'lng': -93.08928069999999}",Sharp left onto E Kellogg Blvd,"{'lat': 44.9471317, 'lng': -93.0866728}"
11000_0,13,4666,TAZ,1606,44.8463505286,-93.31881170860001,44.948164,-93.09143399999999,"[44.8463505286, -93.31881170860001]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",optimistic,,,314.0,,,86.0,"{'lat': 44.9481263, 'lng': -93.091511}",Turn right onto Robert St NDestination will be on the right,"{'lat': 44.9457866, 'lng': -93.08928069999999}"
