,,index,recordType,id,ox,oy,dx,dy,origin,destination,departure_time,tripDate,destCity,dest,Traffic_model,Distance,Durations_sec,Step_dist,Summary,duration_in_traffic,step_duration,step_end_loc,step_html,step_start_loc
500_0,0,500,TAZ,501,44.811751328199996,-93.1565821001,44.974573,-93.27035,"[44.811751328199996, -93.1565821001]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,28643.0,1661.0,830.0,I-35E N and I-94 W,3121.0,92.0,"{'lat': 44.8118231, 'lng': -93.16708109999999}",Head west on Deerwood Dr toward Denmark AvePartial restricted usage road,"{'lat': 44.8117816, 'lng': -93.1565804}"
500_0,1,500,TAZ,501,44.811751328199996,-93.1565821001,44.974573,-93.27035,"[44.811751328199996, -93.1565821001]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,1869.0,,,127.0,"{'lat': 44.82836, 'lng': -93.1671959}",Turn right onto Pilot Knob Rd,"{'lat': 44.8118231, 'lng': -93.16708109999999}"
500_0,2,500,TAZ,501,44.811751328199996,-93.1565821001,44.974573,-93.27035,"[44.811751328199996, -93.1565821001]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,764.0,,,38.0,"{'lat': 44.8345215, 'lng': -93.16296369999999}",Slight right onto the Interstate 35E N ramp,"{'lat': 44.82836, 'lng': -93.1671959}"
500_0,3,500,TAZ,501,44.811751328199996,-93.1565821001,44.974573,-93.27035,"[44.811751328199996, -93.1565821001]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,2632.0,,,88.0,"{'lat': 44.8554138, 'lng': -93.14728129999999}",Merge onto I-35E N,"{'lat': 44.8345215, 'lng': -93.16296369999999}"
500_0,4,500,TAZ,501,44.811751328199996,-93.1565821001,44.974573,-93.27035,"[44.811751328199996, -93.1565821001]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,8393.0,,,318.0,"{'lat': 44.9254738, 'lng': -93.14497949999999}",Keep left to stay on I-35E N,"{'lat': 44.8554138, 'lng': -93.14728129999999}"
500_0,5,500,TAZ,501,44.811751328199996,-93.1565821001,44.974573,-93.27035,"[44.811751328199996, -93.1565821001]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,884.0,,,49.0,"{'lat': 44.932049, 'lng': -93.14700839999999}",Take exit 104B for Ayd Mill Rd,"{'lat': 44.9254738, 'lng': -93.14497949999999}"
500_0,6,500,TAZ,501,44.811751328199996,-93.1565821001,44.974573,-93.27035,"[44.811751328199996, -93.1565821001]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,2232.0,,,153.0,"{'lat': 44.9465976, 'lng': -93.1630236}",Continue onto Ayd Mill Rd,"{'lat': 44.932049, 'lng': -93.14700839999999}"
500_0,7,500,TAZ,501,44.811751328199996,-93.1565821001,44.974573,-93.27035,"[44.811751328199996, -93.1565821001]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,313.0,,,66.0,"{'lat': 44.94657369999999, 'lng': -93.16700329999999}",Turn right onto Selby Ave,"{'lat': 44.9465976, 'lng': -93.1630236}"
500_0,8,500,TAZ,501,44.811751328199996,-93.1565821001,44.974573,-93.27035,"[44.811751328199996, -93.1565821001]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,614.0,,,105.0,"{'lat': 44.9520787, 'lng': -93.166963}",Turn right at the 2nd cross street onto Snelling AvePass by Tires Plus (on the right in 0.2&nbsp;mi),"{'lat': 44.94657369999999, 'lng': -93.16700329999999}"
500_0,9,500,TAZ,501,44.811751328199996,-93.1565821001,44.974573,-93.27035,"[44.811751328199996, -93.1565821001]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,85.0,,,12.0,"{'lat': 44.9521186, 'lng': -93.1680355}",Turn left onto St Anthony Ave,"{'lat': 44.9520787, 'lng': -93.166963}"
