,,index,recordType,id,ox,oy,dx,dy,origin,destination,departure_time,tripDate,destCity,dest,Traffic_model,Distance,Durations_sec,Step_dist,Summary,duration_in_traffic,step_duration,step_end_loc,step_html,step_start_loc
10300_0,0,3966,TAZ,906,45.057454925100004,-93.74174225870001,44.948164,-93.09143399999999,"[45.057454925100004, -93.74174225870001]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",optimistic,59874.0,2730.0,745.0,US-12 and I-94 E,2979.0,107.0,"{'lat': 45.0503232, 'lng': -93.737585}",Head south on E Lake Rebecca Rd toward County Rd 11,"{'lat': 45.0570124, 'lng': -93.73707329999999}"
10300_0,1,3966,TAZ,906,45.057454925100004,-93.74174225870001,44.948164,-93.09143399999999,"[45.057454925100004, -93.74174225870001]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",optimistic,,,1587.0,,,110.0,"{'lat': 45.05044760000001, 'lng': -93.7173887}",Turn left onto County Rd 11,"{'lat': 45.0503232, 'lng': -93.737585}"
10300_0,2,3966,TAZ,906,45.057454925100004,-93.74174225870001,44.948164,-93.09143399999999,"[45.057454925100004, -93.74174225870001]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",optimistic,,,2384.0,,,124.0,"{'lat': 45.029446, 'lng': -93.7150482}",Turn right at the 1st cross street onto Dogwood St,"{'lat': 45.05044760000001, 'lng': -93.7173887}"
10300_0,3,3966,TAZ,906,45.057454925100004,-93.74174225870001,44.948164,-93.09143399999999,"[45.057454925100004, -93.74174225870001]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",optimistic,,,402.0,,,41.0,"{'lat': 45.02760079999999, 'lng': -93.7194294}",Turn right onto Lake Sarah Rd,"{'lat': 45.029446, 'lng': -93.7150482}"
10300_0,4,3966,TAZ,906,45.057454925100004,-93.74174225870001,44.948164,-93.09143399999999,"[45.057454925100004, -93.74174225870001]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",optimistic,,,6781.0,,,338.0,"{'lat': 45.0033896, 'lng': -93.645754}",Turn left onto Babcock Blvd,"{'lat': 45.02760079999999, 'lng': -93.7194294}"
10300_0,5,3966,TAZ,906,45.057454925100004,-93.74174225870001,44.948164,-93.09143399999999,"[45.057454925100004, -93.74174225870001]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",optimistic,,,16163.0,,,601.0,"{'lat': 44.9709191, 'lng': -93.4556005}",Continue onto US-12/Wayzata BlvdContinue to follow US-12,"{'lat': 45.0033896, 'lng': -93.645754}"
10300_0,6,3966,TAZ,906,45.057454925100004,-93.74174225870001,44.948164,-93.09143399999999,"[45.057454925100004, -93.74174225870001]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",optimistic,,,13039.0,,,494.0,"{'lat': 44.9734906, 'lng': -93.2932817}",Continue onto I-394 E/US-12 E,"{'lat': 44.9709191, 'lng': -93.4556005}"
10300_0,7,3966,TAZ,906,45.057454925100004,-93.74174225870001,44.948164,-93.09143399999999,"[45.057454925100004, -93.74174225870001]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",optimistic,,,17460.0,,,704.0,"{'lat': 44.9530369, 'lng': -93.0947276}",Take exit 8B to merge onto I-94 E,"{'lat': 44.9734906, 'lng': -93.2932817}"
10300_0,8,3966,TAZ,906,45.057454925100004,-93.74174225870001,44.948164,-93.09143399999999,"[45.057454925100004, -93.74174225870001]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",optimistic,,,440.0,,,19.0,"{'lat': 44.9533266, 'lng': -93.0894333}","Keep right at the fork to stay on I-94 E, follow signs for US-10 E","{'lat': 44.9530369, 'lng': -93.0947276}"
10300_0,9,3966,TAZ,906,45.057454925100004,-93.74174225870001,44.948164,-93.09143399999999,"[45.057454925100004, -93.74174225870001]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",optimistic,,,234.0,,,23.0,"{'lat': 44.95173030000001, 'lng': -93.08765319999999}",Take exit 242C toward 7th St,"{'lat': 44.9533266, 'lng': -93.0894333}"
