,,index,recordType,id,ox,oy,dx,dy,origin,destination,departure_time,tripDate,destCity,dest,Traffic_model,Distance,Durations_sec,Step_dist,Summary,duration_in_traffic,step_duration,step_end_loc,step_html,step_start_loc
3600_0,0,3600,TAZ,540,44.7975498367,-93.2247877226,44.948164,-93.09143399999999,"[44.7975498367, -93.2247877226]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",pessimistic,25302.0,1400.0,449.0,I-35E N,2017.0,69.0,"{'lat': 44.79873389999999, 'lng': -93.230313}",Head west on Clark St toward Clark Ct,"{'lat': 44.7981657, 'lng': -93.2246842}"
3600_0,1,3600,TAZ,540,44.7975498367,-93.2247877226,44.948164,-93.09143399999999,"[44.7975498367, -93.2247877226]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",pessimistic,,,421.0,,,54.0,"{'lat': 44.801933, 'lng': -93.2314069}",Turn right onto River Hills Dr,"{'lat': 44.79873389999999, 'lng': -93.230313}"
3600_0,2,3600,TAZ,540,44.7975498367,-93.2247877226,44.948164,-93.09143399999999,"[44.7975498367, -93.2247877226]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",pessimistic,,,407.0,,,30.0,"{'lat': 44.805023, 'lng': -93.22863699999999}",Turn right onto Hwy 13 E,"{'lat': 44.801933, 'lng': -93.2314069}"
3600_0,3,3600,TAZ,540,44.7975498367,-93.2247877226,44.948164,-93.09143399999999,"[44.7975498367, -93.2247877226]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",pessimistic,,,1654.0,,,132.0,"{'lat': 44.8045519, 'lng': -93.20781649999999}",Turn right onto Diffley Rd,"{'lat': 44.805023, 'lng': -93.22863699999999}"
3600_0,4,3600,TAZ,540,44.7975498367,-93.2247877226,44.948164,-93.09143399999999,"[44.7975498367, -93.2247877226]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",pessimistic,,,1490.0,,,115.0,"{'lat': 44.8043908, 'lng': -93.1889882}","At the traffic circle, continue straight to stay on Diffley Rd","{'lat': 44.8045519, 'lng': -93.20781649999999}"
3600_0,5,3600,TAZ,540,44.7975498367,-93.2247877226,44.948164,-93.09143399999999,"[44.7975498367, -93.2247877226]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",pessimistic,,,6796.0,,,238.0,"{'lat': 44.8554138, 'lng': -93.14728129999999}",Turn left to merge onto I-35E N,"{'lat': 44.8043908, 'lng': -93.1889882}"
3600_0,6,3600,TAZ,540,44.7975498367,-93.2247877226,44.948164,-93.09143399999999,"[44.7975498367, -93.2247877226]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",pessimistic,,,12553.0,,,500.0,"{'lat': 44.9464655, 'lng': -93.1046776}",Keep left to stay on I-35E N,"{'lat': 44.8554138, 'lng': -93.14728129999999}"
3600_0,7,3600,TAZ,540,44.7975498367,-93.2247877226,44.948164,-93.09143399999999,"[44.7975498367, -93.2247877226]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",pessimistic,,,531.0,,,40.0,"{'lat': 44.9499675, 'lng': -93.1002795}",Take exit 106C for 11th St toward State Capitol,"{'lat': 44.9464655, 'lng': -93.1046776}"
3600_0,8,3600,TAZ,540,44.7975498367,-93.2247877226,44.948164,-93.09143399999999,"[44.7975498367, -93.2247877226]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",pessimistic,,,455.0,,,86.0,"{'lat': 44.9521728, 'lng': -93.0954332}",Continue onto E 11th St,"{'lat': 44.9499675, 'lng': -93.1002795}"
3600_0,9,3600,TAZ,540,44.7975498367,-93.2247877226,44.948164,-93.09143399999999,"[44.7975498367, -93.2247877226]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",pessimistic,,,546.0,,,136.0,"{'lat': 44.9481263, 'lng': -93.091511}",Turn right onto Robert St NDestination will be on the left,"{'lat': 44.9521728, 'lng': -93.0954332}"
